tic,Tmag,Teff,rad,mass,d,fname,url
23596779,13.5887,3453.0,0.391892,0.382298,94.659,tess2026137223500-s0104-0000000023596779-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000023596779-0306-s_lc.fits
59675401,13.485,3221.0,0.394561,0.385327,73.1501,tess2026137223500-s0104-0000000059675401-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000059675401-0306-s_lc.fits
231620211,13.1057,3299.0,0.394601,0.385372,70.8391,tess2026137223500-s0104-0000000231620211-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000231620211-0306-s_lc.fits
143514367,12.7135,3506.0,0.394983,0.385805,65.4067,tess2026137223500-s0104-0000000143514367-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000143514367-0306-s_lc.fits
96749610,13.6926,3334.0,0.39523,0.386085,95.6266,tess2026137223500-s0104-0000000096749610-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000096749610-0306-s_lc.fits
308227026,13.5487,3454.0,0.395592,0.386495,96.5826,tess2026137223500-s0104-0000000308227026-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000308227026-0306-s_lc.fits
41862291,12.4293,3412.0,0.395788,0.386717,,tess2026137223500-s0104-0000000041862291-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000041862291-0306-s_lc.fits
129765327,13.3548,3383.0,0.395789,0.386718,84.7973,tess2026137223500-s0104-0000000129765327-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000129765327-0306-s_lc.fits
270314550,12.2387,3458.0,0.396315,0.387314,52.5701,tess2026137223500-s0104-0000000270314550-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000270314550-0306-s_lc.fits
7315511,13.2834,3692.0,0.396893,0.55,94.0946,tess2026137223500-s0104-0000000007315511-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000007315511-0306-s_lc.fits
326599544,13.8949,3265.0,0.396972,0.388057,101.13,tess2026137223500-s0104-0000000326599544-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000326599544-0306-s_lc.fits
115319926,13.3633,3423.0,0.39801,0.389232,88.5053,tess2026137223500-s0104-0000000115319926-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000115319926-0306-s_lc.fits
102071750,12.0482,3268.0,0.400067,0.391556,43.3419,tess2026137223500-s0104-0000000102071750-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000102071750-0306-s_lc.fits
155897369,10.3184,3568.0,0.401233,0.392871,23.6794,tess2026137223500-s0104-0000000155897369-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000155897369-0306-s_lc.fits
303921057,12.8892,3452.0,0.402247,0.394014,71.3531,tess2026137223500-s0104-0000000303921057-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000303921057-0306-s_lc.fits
260754594,13.2426,3293.0,0.402483,0.394281,78.2617,tess2026137223500-s0104-0000000260754594-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000260754594-0306-s_lc.fits
219993473,12.2209,3132.0,0.402548,0.394355,45.2108,tess2026137223500-s0104-0000000219993473-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000219993473-0306-s_lc.fits
120334442,12.4769,3139.0,0.402555,0.394362,51.6478,tess2026137223500-s0104-0000000120334442-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000120334442-0306-s_lc.fits
231910539,12.069,3179.0,0.402849,0.394693,43.318,tess2026137223500-s0104-0000000231910539-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000231910539-0306-s_lc.fits
270314548,12.1782,3464.0,0.403072,0.394945,52.4307,tess2026137223500-s0104-0000000270314548-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000270314548-0306-s_lc.fits
60893065,13.5956,3522.0,0.403431,0.395349,102.069,tess2026137223500-s0104-0000000060893065-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000060893065-0306-s_lc.fits
230982053,12.1364,3174.0,0.404185,0.396197,44.8708,tess2026137223500-s0104-0000000230982053-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000230982053-0306-s_lc.fits
139984208,12.0395,3231.0,0.40496,0.397069,44.408,tess2026137223500-s0104-0000000139984208-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000139984208-0306-s_lc.fits
397318031,13.7352,3371.0,0.405794,0.398006,101.588,tess2026137223500-s0104-0000000397318031-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000397318031-0306-s_lc.fits
390382159,13.619,3317.0,0.406007,0.398246,91.6519,tess2026137223500-s0104-0000000390382159-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000390382159-0306-s_lc.fits
466169924,12.4606,3525.0,0.407019,0.47,58.7138,tess2026137223500-s0104-0000000466169924-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000466169924-0306-s_lc.fits
238813187,12.187,3072.0,0.407027,0.399391,,tess2026137223500-s0104-0000000238813187-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000238813187-0306-s_lc.fits
79019920,11.4962,3431.0,0.407186,0.399569,37.7055,tess2026137223500-s0104-0000000079019920-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000079019920-0306-s_lc.fits
409252956,13.6658,3377.0,0.407658,0.400099,99.3277,tess2026137223500-s0104-0000000409252956-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000409252956-0306-s_lc.fits
379510820,13.6324,3444.0,0.408861,0.401447,102.793,tess2026137223500-s0104-0000000379510820-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000379510820-0306-s_lc.fits
320843407,12.435,3412.0,0.409907,0.402619,58.3221,tess2026137223500-s0104-0000000320843407-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000320843407-0306-s_lc.fits
389727431,11.8197,3397.0,0.409951,0.402669,44.8017,tess2026137223500-s0104-0000000389727431-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000389727431-0306-s_lc.fits
142350889,12.4666,3495.0,0.410145,0.46,57.9561,tess2026137223500-s0104-0000000142350889-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000142350889-0306-s_lc.fits
49593683,13.4322,3435.0,0.410543,0.403331,93.783,tess2026137223500-s0104-0000000049593683-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000049593683-0306-s_lc.fits
87610185,11.7176,3531.0,0.410646,0.403446,45.0058,tess2026137223500-s0104-0000000087610185-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000087610185-0306-s_lc.fits
281599562,12.7358,3575.0,0.410736,0.403547,71.5477,tess2026137223500-s0104-0000000281599562-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000281599562-0306-s_lc.fits
469947256,12.9133,3507.0,0.41121,0.404077,77.4567,tess2026137223500-s0104-0000000469947256-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000469947256-0306-s_lc.fits
16229246,13.952,3367.0,0.411214,0.404081,116.055,tess2026137223500-s0104-0000000016229246-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000016229246-0306-s_lc.fits
146247923,10.6728,3499.0,0.411699,0.404623,27.2988,tess2026137223500-s0104-0000000146247923-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000146247923-0306-s_lc.fits
350223741,11.6235,3432.0,0.413064,0.406148,40.7429,tess2026137223500-s0104-0000000350223741-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000350223741-0306-s_lc.fits
87610100,11.7214,3535.0,0.41399,0.407182,44.9101,tess2026137223500-s0104-0000000087610100-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000087610100-0306-s_lc.fits
212648734,12.4461,3496.0,0.41422,0.407438,61.8963,tess2026137223500-s0104-0000000212648734-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000212648734-0306-s_lc.fits
246726188,13.7473,3441.0,0.41505,0.408363,109.906,tess2026137223500-s0104-0000000246726188-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000246726188-0306-s_lc.fits
404830441,13.5944,3338.0,0.415157,0.408481,98.69935,tess2026137223500-s0104-0000000404830441-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000404830441-0306-s_lc.fits
75470298,13.8602,3429.0,0.415281,0.40862,115.383,tess2026137223500-s0104-0000000075470298-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000075470298-0306-s_lc.fits
339210119,13.6689,3412.0,0.415282,0.408621,103.691,tess2026137223500-s0104-0000000339210119-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000339210119-0306-s_lc.fits
