tic,Tmag,Teff,rad,mass,d,fname,url
469882306,12.9308,3274.0,0.322585,0.302535,49.8725,tess2026137223500-s0104-0000000469882306-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000469882306-0306-s_lc.fits
142218335,13.1902,3073.0,0.322715,0.302686,52.9027,tess2026137223500-s0104-0000000142218335-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000142218335-0306-s_lc.fits
376667947,13.1826,3182.0,0.324304,0.304518,54.6912,tess2026137223500-s0104-0000000376667947-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000376667947-0306-s_lc.fits
259291370,12.3089,3308.0,0.324625,0.304888,39.8702,tess2026137223500-s0104-0000000259291370-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000259291370-0306-s_lc.fits
231058925,13.1708,3064.0,0.324724,0.305002,51.1461,tess2026137223500-s0104-0000000231058925-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000231058925-0306-s_lc.fits
23211639,13.7247,3174.0,0.325179,0.305527,70.6914,tess2026137223500-s0104-0000000023211639-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000023211639-0306-s_lc.fits
201287746,9.72669,3381.0,0.327445,0.308141,12.7969,tess2026137223500-s0104-0000000201287746-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000201287746-0306-s_lc.fits
129781877,12.1944,3261.0,0.327767,0.308514,36.9518,tess2026137223500-s0104-0000000129781877-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000129781877-0306-s_lc.fits
64350150,13.6186,3401.0,0.32852,0.309382,77.6017,tess2026137223500-s0104-0000000064350150-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000064350150-0306-s_lc.fits
118409165,12.9677,3160.0,0.328794,0.309699,49.9483,tess2026137223500-s0104-0000000118409165-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000118409165-0306-s_lc.fits
260817968,13.8187,3478.0,0.328949,0.309878,88.1,tess2026137223500-s0104-0000000260817968-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000260817968-0306-s_lc.fits
57250741,13.8195,3303.0,0.330051,0.311151,79.9065,tess2026137223500-s0104-0000000057250741-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000057250741-0306-s_lc.fits
158512708,12.8978,3328.0,0.330879,0.312108,53.2519,tess2026137223500-s0104-0000000158512708-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000158512708-0306-s_lc.fits
304937184,13.582,3388.0,0.332074,0.313488,76.5744,tess2026137223500-s0104-0000000304937184-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000304937184-0306-s_lc.fits
319739812,12.9857,2999.0,0.333227,0.314819,47.9025,tess2026137223500-s0104-0000000319739812-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000319739812-0306-s_lc.fits
183588878,12.7319,3361.0,0.333378,0.314994,88.48361,tess2026137223500-s0104-0000000183588878-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000183588878-0306-s_lc.fits
229145080,13.8724,3309.0,0.33651,0.318614,81.8603,tess2026137223500-s0104-0000000229145080-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000229145080-0306-s_lc.fits
303375968,13.8969,3389.0,0.336865,0.319024,90.0005,tess2026137223500-s0104-0000000303375968-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000303375968-0306-s_lc.fits
323761729,13.1638,3578.0,0.337073,0.319265,68.3252,tess2026137223500-s0104-0000000323761729-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000323761729-0306-s_lc.fits
91611340,11.1888,3468.0,0.337274,0.319497,26.6627,tess2026137223500-s0104-0000000091611340-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000091611340-0306-s_lc.fits
238813498,10.2349,3411.0,0.337647,0.319928,16.6688,tess2026137223500-s0104-0000000238813498-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000238813498-0306-s_lc.fits
464520188,13.6278,3124.0,0.337833,0.320143,,tess2026137223500-s0104-0000000464520188-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000464520188-0306-s_lc.fits
316854083,12.5777,3195.0,0.339047,0.321546,44.2134,tess2026137223500-s0104-0000000316854083-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000316854083-0306-s_lc.fits
319245859,13.08,3384.0,0.340052,0.322709,61.1455,tess2026137223500-s0104-0000000319245859-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000319245859-0306-s_lc.fits
182899052,13.8368,3295.0,0.342352,0.325368,82.5727,tess2026137223500-s0104-0000000182899052-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000182899052-0306-s_lc.fits
348695903,13.3588,3366.0,0.344727,0.328113,70.1794,tess2026137223500-s0104-0000000348695903-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000348695903-0306-s_lc.fits
218687058,13.8983,3371.0,0.345537,0.329049,89.8444,tess2026137223500-s0104-0000000218687058-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000218687058-0306-s_lc.fits
231708319,11.9631,3350.0,0.346346,0.329984,37.7025,tess2026137223500-s0104-0000000231708319-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000231708319-0306-s_lc.fits
237910557,12.8524,3132.0,0.346589,0.330266,50.5073,tess2026137223500-s0104-0000000237910557-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000237910557-0306-s_lc.fits
193831684,13.028,3088.0,0.347213,0.330987,51.4682,tess2026137223500-s0104-0000000193831684-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000193831684-0306-s_lc.fits
229147922,12.2264,3225.0,0.347371,0.331169,38.993,tess2026137223500-s0104-0000000229147922-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000229147922-0306-s_lc.fits
363404040,12.732,3320.0,0.347435,0.331243,51.9384,tess2026137223500-s0104-0000000363404040-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000363404040-0306-s_lc.fits
61383924,11.8872,3124.0,0.348647,0.332645,,tess2026137223500-s0104-0000000061383924-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000061383924-0306-s_lc.fits
74056224,13.2539,3249.0,0.349824,0.334004,64.84,tess2026137223500-s0104-0000000074056224-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000074056224-0306-s_lc.fits
67630561,12.1483,3184.0,0.350373,0.334639,38.2388,tess2026137223500-s0104-0000000067630561-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000067630561-0306-s_lc.fits
327710327,11.5442,3491.0,0.350476,0.334758,33.6407,tess2026137223500-s0104-0000000327710327-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000327710327-0306-s_lc.fits
394017574,12.0817,3568.0,0.351628,0.336089,45.8846,tess2026137223500-s0104-0000000394017574-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000394017574-0306-s_lc.fits
215335270,13.8275,3401.0,0.351821,0.336312,91.7843,tess2026137223500-s0104-0000000215335270-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000215335270-0306-s_lc.fits
41995668,13.438,3397.0,0.352225,0.336778,76.1726,tess2026137223500-s0104-0000000041995668-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000041995668-0306-s_lc.fits
60629935,13.5771,3388.0,0.352281,0.336844,81.3742,tess2026137223500-s0104-0000000060629935-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000060629935-0306-s_lc.fits
231907750,13.9288,3151.0,0.352398,0.336978,84.2303,tess2026137223500-s0104-0000000231907750-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000231907750-0306-s_lc.fits
394134586,10.2819,3461.0,0.352722,0.337353,18.7316,tess2026137223500-s0104-0000000394134586-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000394134586-0306-s_lc.fits
326414365,13.5909,3294.0,0.355211,0.340227,78.0987,tess2026137223500-s0104-0000000326414365-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000326414365-0306-s_lc.fits
150542444,13.2871,3368.0,0.356591,0.34182,71.6441,tess2026137223500-s0104-0000000150542444-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000150542444-0306-s_lc.fits
355706079,13.8283,3352.0,0.356843,0.342111,90.1923,tess2026137223500-s0104-0000000355706079-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000355706079-0306-s_lc.fits
425938795,12.138,3310.0,0.356976,0.342264,38.8486,tess2026137223500-s0104-0000000425938795-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000425938795-0306-s_lc.fits
111733066,13.6194,3352.0,0.357799,0.343215,80.6578,tess2026137223500-s0104-0000000111733066-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000111733066-0306-s_lc.fits
382416096,13.642,3339.0,0.357818,0.343237,83.3827,tess2026137223500-s0104-0000000382416096-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000382416096-0306-s_lc.fits
122505769,12.5398,3204.0,0.358127,0.343593,47.0925,tess2026137223500-s0104-0000000122505769-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000122505769-0306-s_lc.fits
61211640,12.4456,3639.0,0.358399,0.343907,55.1786,tess2026137223500-s0104-0000000061211640-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000061211640-0306-s_lc.fits
424940697,10.3593,3345.0,0.359483,0.345158,18.3248,tess2026137223500-s0104-0000000424940697-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000424940697-0306-s_lc.fits
74188694,10.0771,3352.0,0.359816,0.345542,16.3287,tess2026137223500-s0104-0000000074188694-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000074188694-0306-s_lc.fits
201730394,13.21,3346.0,0.360079,0.345844,68.9851,tess2026137223500-s0104-0000000201730394-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000201730394-0306-s_lc.fits
410213494,12.6627,3157.0,0.360781,0.346654,49.0267,tess2026137223500-s0104-0000000410213494-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000410213494-0306-s_lc.fits
372442179,12.7162,3236.0,0.361688,0.3477,,tess2026137223500-s0104-0000000372442179-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000372442179-0306-s_lc.fits
229807051,12.5024,3164.0,0.362244,0.348341,45.8853,tess2026137223500-s0104-0000000229807051-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000229807051-0306-s_lc.fits
206358152,12.3284,3297.0,0.362758,0.348934,67.59318,tess2026137223500-s0104-0000000206358152-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000206358152-0306-s_lc.fits
216969561,13.6044,3375.0,0.363425,0.38,78.6665,tess2026137223500-s0104-0000000216969561-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000216969561-0306-s_lc.fits
394417221,12.5272,3142.0,0.363484,0.34977,45.4535,tess2026137223500-s0104-0000000394417221-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000394417221-0306-s_lc.fits
55164463,13.8062,3431.0,0.363618,0.349924,94.8355,tess2026137223500-s0104-0000000055164463-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000055164463-0306-s_lc.fits
231632372,12.6679,3162.0,0.364566,0.351017,50.2361,tess2026137223500-s0104-0000000231632372-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000231632372-0306-s_lc.fits
261283885,11.6224,3300.0,0.365184,0.351728,33.0032,tess2026137223500-s0104-0000000261283885-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000261283885-0306-s_lc.fits
354606420,11.8718,3325.0,0.365383,0.351957,37.3472,tess2026137223500-s0104-0000000354606420-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000354606420-0306-s_lc.fits
120242676,11.4595,3579.0,0.365609,0.352217,34.5304,tess2026137223500-s0104-0000000120242676-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000120242676-0306-s_lc.fits
406115587,12.9587,3342.0,0.366722,0.353499,61.6441,tess2026137223500-s0104-0000000406115587-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000406115587-0306-s_lc.fits
370016739,13.3831,3345.0,0.368192,0.35519,75.4947,tess2026137223500-s0104-0000000370016739-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000370016739-0306-s_lc.fits
41993553,13.955,3312.0,0.368425,0.355458,96.8876,tess2026137223500-s0104-0000000041993553-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000041993553-0306-s_lc.fits
122521867,13.0794,3381.0,0.369184,0.356331,67.7352,tess2026137223500-s0104-0000000122521867-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000122521867-0306-s_lc.fits
158596311,12.28,3159.0,0.369625,0.356838,43.3191,tess2026137223500-s0104-0000000158596311-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000158596311-0306-s_lc.fits
197963243,11.5884,3409.0,0.369827,0.35707,34.9127,tess2026137223500-s0104-0000000197963243-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000197963243-0306-s_lc.fits
146636926,11.4694,3334.0,0.370471,0.357811,31.78,tess2026137223500-s0104-0000000146636926-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000146636926-0306-s_lc.fits
259938968,13.4497,3447.0,0.370678,0.358049,80.8845,tess2026137223500-s0104-0000000259938968-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000259938968-0306-s_lc.fits
161175802,13.0752,3266.0,0.371918,0.359473,63.7864,tess2026137223500-s0104-0000000161175802-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000161175802-0306-s_lc.fits
122555956,13.3428,3264.0,0.372376,0.359999,72.982,tess2026137223500-s0104-0000000122555956-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000122555956-0306-s_lc.fits
229141941,12.2161,3278.0,0.372439,0.360072,43.7029,tess2026137223500-s0104-0000000229141941-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000229141941-0306-s_lc.fits
281596686,12.8098,3311.0,0.372616,0.360275,58.8539,tess2026137223500-s0104-0000000281596686-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000281596686-0306-s_lc.fits
355601331,12.2775,3337.0,0.37397,0.361829,47.2501,tess2026137223500-s0104-0000000355601331-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000355601331-0306-s_lc.fits
404030766,10.8067,3554.0,0.37466,0.362621,26.7198,tess2026137223500-s0104-0000000404030766-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000404030766-0306-s_lc.fits
261039759,12.927,3397.0,0.374734,0.362706,63.9947,tess2026137223500-s0104-0000000261039759-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000261039759-0306-s_lc.fits
316467276,12.1489,3298.0,0.374764,0.36274,42.6372,tess2026137223500-s0104-0000000316467276-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000316467276-0306-s_lc.fits
139804696,12.5071,3149.0,0.375811,0.363941,,tess2026137223500-s0104-0000000139804696-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000139804696-0306-s_lc.fits
179678364,11.1698,3484.0,0.376662,0.364917,30.2564,tess2026137223500-s0104-0000000179678364-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000179678364-0306-s_lc.fits
101509239,13.0059,3426.0,0.377346,0.365701,69.0295,tess2026137223500-s0104-0000000101509239-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000101509239-0306-s_lc.fits
62118520,10.7071,3516.0,0.377366,0.365723,24.9611,tess2026137223500-s0104-0000000062118520-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000062118520-0306-s_lc.fits
311403944,10.6327,3429.0,0.377471,0.42,21.7453,tess2026137223500-s0104-0000000311403944-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000311403944-0306-s_lc.fits
397028897,13.3571,3591.0,0.377546,0.36593,88.6199,tess2026137223500-s0104-0000000397028897-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000397028897-0306-s_lc.fits
234295610,12.5068,3161.0,0.378005,0.366455,48.174,tess2026137223500-s0104-0000000234295610-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000234295610-0306-s_lc.fits
90556514,13.3362,3520.0,0.378026,0.366479,83.9543,tess2026137223500-s0104-0000000090556514-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000090556514-0306-s_lc.fits
32399025,11.7707,3421.0,0.378083,0.366545,65.51618,tess2026137223500-s0104-0000000032399025-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000032399025-0306-s_lc.fits
56505002,13.8979,3400.0,0.37901,0.367606,102.495,tess2026137223500-s0104-0000000056505002-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000056505002-0306-s_lc.fits
97468763,10.7898,3360.0,0.379418,0.368074,24.6211,tess2026137223500-s0104-0000000097468763-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000097468763-0306-s_lc.fits
23108331,11.8459,3434.0,0.380568,0.369389,41.1346,tess2026137223500-s0104-0000000023108331-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000023108331-0306-s_lc.fits
80261924,12.4936,3325.0,0.380817,0.369673,52.5743,tess2026137223500-s0104-0000000080261924-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000080261924-0306-s_lc.fits
100565855,12.8733,3302.0,0.381837,0.370839,62.3273,tess2026137223500-s0104-0000000100565855-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000100565855-0306-s_lc.fits
121259816,13.8157,3392.0,0.382415,0.3715,101.843,tess2026137223500-s0104-0000000121259816-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000121259816-0306-s_lc.fits
67584421,13.5553,3454.0,0.384357,0.373718,93.839,tess2026137223500-s0104-0000000067584421-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000067584421-0306-s_lc.fits
52572837,13.7245,3430.0,0.385233,0.374718,98.3259,tess2026137223500-s0104-0000000052572837-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000052572837-0306-s_lc.fits
291319954,12.6572,3469.0,0.385275,0.374766,62.8535,tess2026137223500-s0104-0000000291319954-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000291319954-0306-s_lc.fits
118529448,13.452,3164.0,0.385329,0.374827,76.0339,tess2026137223500-s0104-0000000118529448-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000118529448-0306-s_lc.fits
329267338,13.7686,3423.0,0.385437,0.374951,99.2583,tess2026137223500-s0104-0000000329267338-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000329267338-0306-s_lc.fits
340785960,13.4945,3547.0,0.386731,0.376426,94.5057,tess2026137223500-s0104-0000000340785960-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000340785960-0306-s_lc.fits
213159592,13.9763,3147.0,0.386853,0.376565,97.9573,tess2026137223500-s0104-0000000213159592-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000213159592-0306-s_lc.fits
182230190,13.3027,3422.0,0.387246,0.377012,81.0233,tess2026137223500-s0104-0000000182230190-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000182230190-0306-s_lc.fits
382469629,11.7587,3539.0,0.387578,0.377391,41.9463,tess2026137223500-s0104-0000000382469629-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000382469629-0306-s_lc.fits
291319960,12.6495,3465.0,0.387663,0.377488,62.7218,tess2026137223500-s0104-0000000291319960-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000291319960-0306-s_lc.fits
406240485,12.5356,3149.0,0.38814,0.378031,49.1263,tess2026137223500-s0104-0000000406240485-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000406240485-0306-s_lc.fits
278658834,13.0983,3259.0,0.388818,0.378803,66.176,tess2026137223500-s0104-0000000278658834-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000278658834-0306-s_lc.fits
464518474,13.5925,3237.0,0.389282,0.379331,,tess2026137223500-s0104-0000000464518474-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000464518474-0306-s_lc.fits
146284309,13.9659,3452.0,0.389805,0.379925,112.859,tess2026137223500-s0104-0000000146284309-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000146284309-0306-s_lc.fits
17399504,13.7656,3070.0,0.390278,0.380464,85.7872,tess2026137223500-s0104-0000000017399504-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000017399504-0306-s_lc.fits
355509155,11.6867,3286.0,0.390586,0.380814,36.1967,tess2026137223500-s0104-0000000355509155-0306-s_lc.fits,https://mast.stsci.edu/api/v0.1/Download/file/?uri=mast:TESS/product/tess2026137223500-s0104-0000000355509155-0306-s_lc.fits
